,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
493715,1631,2407,4,974721592,F,50,0,94514,Cocoon (1985),Comedy|Sci-Fi,False
834309,2676,1251,4,973402342,M,56,20,78731,8 1/2 (1963),Drama,False
475384,5954,1375,1,957129072,M,45,11,70802,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,False
715467,3768,2163,2,966066605,M,25,4,86314,Attack of the Killer Tomatoes! (1980),Comedy|Horror,False
253084,1195,3081,4,974850274,F,1,10,13907,Sleepy Hollow (1999),Horror|Romance,False
931196,1974,3783,5,974687514,M,35,17,12159,Croupier (1998),Crime|Drama,False
896962,2899,2750,4,971919235,M,35,14,94133,Radio Days (1987),Comedy|Drama,False
51415,550,1207,5,976168541,M,45,8,21559,To Kill a Mockingbird (1962),Drama,False
358990,3747,3148,4,966138523,M,45,13,89109,"Cider House Rules, The (1999)",Drama,False
733782,850,1199,4,975350640,M,35,0,60640,Brazil (1985),Sci-Fi,False
667495,533,1882,2,976231099,M,25,12,27514,Godzilla (1998),Action|Sci-Fi,False
202972,695,3552,3,975602703,F,18,1,04240,Caddyshack (1980),Comedy,False
994442,424,2982,2,1017694394,M,25,17,55112,"Guardian, The (1990)",Horror|Thriller,False
121111,3401,1265,5,967436456,M,35,7,76109,Groundhog Day (1993),Comedy|Romance,False
806851,1150,2065,4,974876272,F,25,20,75226,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
168277,2180,780,3,974609883,M,25,12,27713-9225,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
772935,4305,3040,5,1011534735,F,45,17,27616,Meatballs (1979),Comedy,False
376251,4308,111,4,965261547,M,25,0,33702,Taxi Driver (1976),Drama|Thriller,False
554719,5285,1753,5,961094509,M,18,4,55410,Half Baked (1998),Comedy,False
66478,2394,2628,3,974354648,M,35,6,37923,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
19713,1744,3105,3,974704511,M,35,12,50325,Awakenings (1990),Drama,False
911981,5716,2583,1,958511212,M,1,10,03756,Cookie's Fortune (1999),Mystery,False
798335,4277,2550,5,965468530,M,35,16,98133,"Haunting, The (1963)",Horror|Thriller,False
776835,5406,1021,3,960305623,F,35,0,49504,Angels in the Outfield (1994),Children's|Comedy,False
144069,5788,1917,3,958107826,M,25,0,92646,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,False
259173,1496,2716,5,974749962,M,25,17,94108,Ghostbusters (1984),Comedy|Horror,False
586387,3768,3354,3,970204225,M,25,4,86314,Mission to Mars (2000),Sci-Fi,False
961359,4980,2360,5,962597532,M,25,1,55403,"Celebration, The (Festen) (1998)",Drama,False
41366,4832,150,4,962899635,M,25,14,17857,Apollo 13 (1995),Drama,False
730644,3487,1249,4,967058245,M,18,4,60611,Nikita (La Femme Nikita) (1990),Thriller,False
17398,1958,2791,2,975339607,F,25,1,17055,Airplane! (1980),Comedy,False
216154,1299,1036,4,974789005,M,25,14,02038,Die Hard (1988),Action|Thriller,False
755556,3001,303,4,970618577,M,18,4,94704,"Quick and the Dead, The (1995)",Action|Adventure|Western,False
188018,709,3868,4,975541005,M,18,0,92647,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,False
327213,1926,1688,4,974773878,F,1,0,95404,Anastasia (1997),Animation|Children's|Musical,False
447208,2737,1278,3,973227541,M,25,3,50311,Young Frankenstein (1974),Comedy|Horror,False
951779,604,1389,1,975872045,M,45,17,32256,Jaws 3-D (1983),Action|Horror,False
605051,3285,1396,4,968117971,M,25,4,44706,Sneakers (1992),Crime|Drama|Sci-Fi,False
46962,438,260,5,976248315,M,18,11,53705,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
773617,5682,267,2,958964815,M,18,0,23455-4959,Major Payne (1994),Comedy,False
998490,3391,394,5,970071675,M,18,4,48135,Coldblooded (1995),Action,False
452288,2232,2080,5,978355830,M,25,14,60061,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
161397,4491,457,4,965006734,M,18,4,52405,"Fugitive, The (1993)",Action|Thriller,False
526026,5664,3175,4,958763785,M,18,4,48363,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
760200,92,1057,2,986187670,F,18,4,44243,Everyone Says I Love You (1996),Comedy|Musical|Romance,False
303005,5754,3267,5,958269379,F,18,1,60640,"Mariachi, El (1992)",Action|Thriller,False
658518,2503,2145,2,974085355,M,35,17,19360,Pretty in Pink (1986),Comedy|Drama|Romance,False
414817,4615,3623,2,964142304,M,25,17,61615,Mission: Impossible 2 (2000),Action|Thriller,False
805492,390,3943,5,976300405,M,25,4,55405,Bamboozled (2000),Comedy,False
789758,245,2459,2,976827902,M,35,16,66046,"Texas Chainsaw Massacre, The (1974)",Horror,False
681271,4637,2020,4,964032557,F,35,9,48302,Dangerous Liaisons (1988),Drama|Romance,False
50128,2583,1028,4,974075785,M,35,7,19610,Mary Poppins (1964),Children's|Comedy|Musical,False
771744,1058,3543,4,974957386,M,25,1,97321,Diner (1982),Comedy|Drama,False
465959,3338,1292,5,967828654,M,45,16,08053,Being There (1979),Comedy,False
556343,5403,2706,5,960256563,M,1,10,59801,American Pie (1999),Comedy,False
884649,549,159,3,976069161,M,25,6,53217,Clockers (1995),Drama,False
890022,3940,1611,2,965753266,M,35,20,32708,My Own Private Idaho (1991),Drama,False
51601,1797,1207,5,974700159,M,35,7,52003,To Kill a Mockingbird (1962),Drama,False
551368,1354,1676,3,975459780,F,25,2,94040,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
894999,855,177,3,976417202,F,18,2,72701,Lord of Illusions (1995),Horror,False
364263,3808,230,4,965969588,M,25,7,60010,Dolores Claiborne (1994),Drama|Thriller,False
900126,4480,1051,3,965027959,M,25,0,94403,Trees Lounge (1996),Drama,False
168719,3819,780,5,965949104,M,25,12,36115,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
846911,4272,1603,4,965301833,M,45,17,37923,Mimic (1997),Sci-Fi|Thriller,False
923050,4016,1416,3,965536362,M,50,0,33901,Evita (1996),Drama|Musical,False
195273,4514,2167,4,965959024,M,18,3,48604,Blade (1998),Action|Adventure|Horror,False
453714,5765,1282,4,958182546,M,25,11,44515,Fantasia (1940),Animation|Children's|Musical,False
436992,137,1339,4,1000868854,F,45,6,78758,Bram Stoker's Dracula (1992),Horror|Romance,False
367847,1835,1701,4,974880673,M,25,19,11501,Deconstructing Harry (1997),Comedy|Drama,False
106376,2761,1945,5,973146699,M,35,6,80917,On the Waterfront (1954),Crime|Drama,False
864657,3778,140,2,966048108,M,25,0,61832,Up Close and Personal (1996),Drama|Romance,False
142382,4600,2571,4,967438217,M,25,0,46240,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
442185,5720,1918,1,958577197,M,25,0,60610,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
337959,48,1007,2,978066813,M,25,4,92107,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,False
289620,1698,1729,4,975874893,M,35,2,97214,Jackie Brown (1997),Crime|Drama,False
14244,3728,2398,3,966216289,M,18,4,07030,Miracle on 34th Street (1947),Drama,False
938752,1051,3225,1,1013282917,F,25,0,60513,Down to You (2000),Comedy|Romance,False
481388,4819,3489,3,962921111,M,35,18,17350,Hook (1991),Adventure|Fantasy,False
723777,5367,1047,3,960500438,M,18,4,55344,"Long Kiss Goodnight, The (1996)",Action|Thriller,False
460061,5543,329,5,960455724,M,25,17,97401,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
940899,3308,2818,1,967992451,F,18,20,15701-1348,Iron Eagle IV (1995),Action|War,False
577742,1101,2641,1,980367896,M,35,1,06417,Superman II (1980),Action|Adventure|Sci-Fi,False
551020,3285,203,3,968627460,M,25,4,44706,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,False
556439,5827,2706,4,957894572,M,25,2,55118,American Pie (1999),Comedy,False
579176,13,10,3,978201884,M,45,1,93304,GoldenEye (1995),Action|Adventure|Thriller,False
865433,2092,3873,3,974769170,M,56,1,49006,Cat Ballou (1965),Comedy|Western,False
125872,3380,3334,4,967586503,M,50,0,20815,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,False
899729,4271,519,1,965307193,M,35,7,83405,Robocop 3 (1993),Sci-Fi|Thriller,False
593763,3441,2707,2,972795919,F,25,14,94109,Arlington Road (1999),Thriller,False
625414,4819,2369,2,962921157,M,35,18,17350,Desperately Seeking Susan (1985),Comedy|Romance,False
104990,2200,1690,2,974605026,M,35,1,60016,Alien: Resurrection (1997),Action|Horror|Sci-Fi,False
127469,2485,590,4,974482893,M,35,14,95746,Dances with Wolves (1990),Adventure|Drama|Western,False
695417,4107,1373,4,965520057,F,25,0,23221,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,False
184657,264,1394,2,976714265,M,35,0,20755,Raising Arizona (1987),Comedy,False
4172,5875,3408,5,957565340,M,25,4,19103,Erin Brockovich (2000),Drama,False
583077,2140,60,3,974638511,M,45,14,46804,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,False
30385,4093,1097,5,965422146,M,25,4,70806,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
666588,1880,2248,3,975372402,M,35,0,91006,Say Anything... (1989),Comedy|Drama|Romance,False
754715,4271,3361,4,965303148,M,35,7,83405,Bull Durham (1988),Comedy,False
105226,4104,1690,3,965409264,M,18,16,42141,Alien: Resurrection (1997),Action|Horror|Sci-Fi,False
309134,4659,272,4,963876716,F,25,14,37076,"Madness of King George, The (1994)",Drama,False
338018,1545,1007,1,975511159,M,25,20,20009,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,False
306623,5394,2683,3,980666819,M,18,0,60618,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
222359,424,1201,4,976307258,M,25,17,55112,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
66390,2131,2628,4,974645089,M,25,0,01701,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
142183,4107,2571,5,965477544,F,25,0,23221,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
617062,1181,2391,3,974945535,M,35,7,20716,"Simple Plan, A (1998)",Crime|Thriller,False
185568,4093,1394,5,965420541,M,25,4,70806,Raising Arizona (1987),Comedy,False
467919,3292,765,3,968125385,F,50,6,79410,Jack (1996),Comedy|Drama,False
674154,130,940,5,977431970,M,35,17,50021,"Adventures of Robin Hood, The (1938)",Action|Adventure,False
368517,163,741,3,977374067,M,18,4,85013,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,False
379683,1845,269,4,974710569,M,25,2,10002,My Crazy Life (Mi vida loca) (1993),Drama,False
988217,5831,210,3,957896227,M,25,1,92120,Wild Bill (1995),Western,False
220807,5405,1387,3,963178593,F,50,7,12866,Jaws (1975),Action|Horror,False
351143,6007,1573,3,956791938,M,35,17,80537,Face/Off (1997),Action|Sci-Fi|Thriller,False
603579,960,1608,3,975126086,M,1,10,45244,Air Force One (1997),Action|Thriller,False
771903,2117,3543,4,974648283,M,56,13,49307,Diner (1982),Comedy|Drama,False
646525,2058,2455,4,974663286,F,56,1,06437,"Fly, The (1986)",Horror|Sci-Fi,False
821020,5111,1299,4,962332404,M,35,2,78006,"Killing Fields, The (1984)",Drama|War,False
940127,2131,667,2,974645716,M,25,0,01701,Bloodsport 2 (1995),Action,False
107007,5996,1873,3,958073652,F,25,0,87114,"Mis�rables, Les (1998)",Drama,False
398487,6035,1777,3,956713065,F,25,1,78734,"Wedding Singer, The (1998)",Comedy|Romance,False
829043,5886,2467,3,957488501,M,25,20,02139,"Name of the Rose, The (1986)",Mystery,False
292181,3929,3113,3,965708540,M,25,5,80227,End of Days (1999),Action|Thriller,False
955751,424,1889,4,1040775849,M,25,17,55112,Insomnia (1997),Thriller,False
255722,2010,1268,4,974685749,M,18,4,81520,Pump Up the Volume (1990),Drama,False
812460,4829,1235,3,962918234,M,25,0,20008,Harold and Maude (1971),Comedy,False
68088,2967,1103,2,971151020,M,25,0,94110,Rebel Without a Cause (1955),Drama,False
13398,3579,595,3,966709573,M,18,0,32219,Beauty and the Beast (1991),Animation|Children's|Musical,False
635894,2215,2912,3,974600683,F,25,0,93940,"Limey, The (1999)",Action|Crime|Drama,False
884535,1717,3926,3,974705473,F,50,6,30307,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,False
344105,798,2469,4,975406210,F,25,20,48464,Peggy Sue Got Married (1986),Comedy|Romance,False
822550,1242,927,4,975349165,F,35,0,10014,"Women, The (1939)",Comedy,False
763047,319,719,2,976423300,F,50,6,33436,Multiplicity (1996),Comedy,False
406582,3503,3751,3,966987663,M,18,4,59715,Chicken Run (2000),Animation|Children's|Comedy,False
703657,693,3752,1,978243684,M,35,12,98103,"Me, Myself and Irene (2000)",Comedy,False
972190,2164,479,4,974613727,M,35,0,95826,Judgment Night (1993),Action,False
956222,5015,3311,5,962592554,M,35,6,92672,"Man from Laramie, The (1955)",Western,False
156421,3540,1090,5,973469232,M,18,17,57106,Platoon (1986),Drama|War,False
475457,1004,915,3,975048963,M,25,3,95136,Sabrina (1954),Comedy|Romance,False
512209,3685,1200,4,967254461,M,25,5,55100,Aliens (1986),Action|Sci-Fi|Thriller|War,False
727883,1643,1222,4,974715529,M,45,2,90813,Full Metal Jacket (1987),Action|Drama|War,False
957689,4680,117,4,963684114,M,35,0,04473,"Young Poisoner's Handbook, The (1995)",Crime,False
526296,2776,2375,4,973054517,M,25,14,22205,"Money Pit, The (1986)",Comedy,False
563390,115,3101,4,977501620,M,25,17,28083,Fatal Attraction (1987),Thriller,False
51435,702,1207,5,975562037,M,35,7,90808,To Kill a Mockingbird (1962),Drama,False
90855,549,1544,2,976068235,M,25,6,53217,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
865384,1224,3873,3,974907939,M,50,13,02125,Cat Ballou (1965),Comedy|Western,False
484228,1299,924,2,974788148,M,25,14,02038,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
761681,3101,2709,5,969572767,M,18,15,91101,Muppets From Space (1999),Children's|Comedy,False
452261,2063,2080,3,979408175,M,25,4,43138,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
473989,4085,1374,4,965502032,F,25,6,79416,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
242267,3831,296,4,965929532,F,18,6,84780,Pulp Fiction (1994),Crime|Drama,False
974152,169,3329,2,981934453,M,25,7,55439,"Year My Voice Broke, The (1987)",Drama,False
967754,889,2482,3,975254185,M,45,20,10024,Still Crazy (1998),Comedy|Romance,False
222506,1667,1201,4,974711376,M,50,16,98516,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
825706,5448,2932,3,960052606,M,45,19,60626,Days of Heaven (1978),Drama,False
674094,4904,2348,3,962684774,M,50,15,63121,Sid and Nancy (1986),Drama,False
363778,673,1488,2,975620249,M,25,20,10023,"Devil's Own, The (1997)",Action|Drama|Thriller|War,False
60246,550,1357,4,976169748,M,45,8,21559,Shine (1996),Drama|Romance,False
602309,5501,2763,3,959796080,M,25,2,33334,"Thomas Crown Affair, The (1999)",Action|Thriller,False
671140,4079,3639,4,965445511,M,35,17,26505,"Man with the Golden Gun, The (1974)",Action,False
606240,3041,2841,4,970536951,M,25,4,97333,Stir of Echoes (1999),Thriller,False
684634,2435,1094,1,974223446,M,25,4,22903,"Crying Game, The (1992)",Drama|Romance|War,False
598198,752,1422,3,975619142,F,25,3,97401,Murder at 1600 (1997),Mystery|Thriller,False
328097,3715,364,5,966266495,M,18,5,55428,"Lion King, The (1994)",Animation|Children's|Musical,False
145601,3821,2396,4,974758570,M,25,20,44313,Shakespeare in Love (1998),Comedy|Romance,False
559548,3029,231,2,972848131,M,18,4,92037,Dumb & Dumber (1994),Comedy,False
916897,4261,2457,3,965306310,F,35,6,07950,Running Scared (1986),Action|Comedy,False
475806,245,1376,3,976732723,M,35,16,66046,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
623470,1204,2805,3,974844341,M,25,7,95076,Mickey Blue Eyes (1999),Comedy|Romance,False
122826,3683,1370,1,966522977,M,25,2,30606,Die Hard 2 (1990),Action|Thriller,False
119050,5664,480,4,958763753,M,18,4,48363,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
744272,2592,3634,5,974056698,M,50,7,80004-4448,Seven Days in May (1964),Thriller,False
545235,4795,1302,4,969659023,M,45,16,10962,Field of Dreams (1989),Drama,False
749125,5011,3740,3,962638517,M,18,4,64154,Big Trouble in Little China (1986),Action|Comedy,False
747976,5458,45,4,978299687,F,18,2,98102,To Die For (1995),Comedy|Drama,False
255052,4043,377,4,965503444,F,25,15,94002,Speed (1994),Action|Romance|Thriller,False
240017,1617,2700,5,974731847,M,25,12,44060,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
263252,955,1127,4,975132581,F,50,7,94941,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
554577,1447,1753,4,984374465,M,18,4,80521,Half Baked (1998),Comedy,False
784202,1164,381,5,1021670768,F,25,19,90020,When a Man Loves a Woman (1994),Drama,False
16136,1613,1035,5,974758843,M,18,20,61801,"Sound of Music, The (1965)",Musical,False
399749,5759,1343,4,959559194,F,25,1,08904,Cape Fear (1991),Thriller,False
379881,1584,555,3,974965858,M,25,19,45701,True Romance (1993),Action|Crime|Romance,False
347242,5084,569,1,962400086,M,18,4,10013,Little Big League (1994),Children's|Comedy,False
53745,3361,2028,4,967683108,M,25,4,91790,Saving Private Ryan (1998),Action|Drama|War,False
106337,2247,1945,4,979275236,M,45,2,60613,On the Waterfront (1954),Crime|Drama,False
422001,5947,1320,5,957209692,F,45,16,97215,Alien� (1992),Action|Horror|Sci-Fi|Thriller,False
78920,4476,3030,5,965058377,M,45,1,50588,Yojimbo (1961),Comedy|Drama|Western,False
436519,4867,2138,5,962851630,M,25,16,04101,Watership Down (1978),Animation|Children's|Drama|Fantasy,False
800538,3017,1208,4,970547210,F,35,9,85255,Apocalypse Now (1979),Drama|War,False
150945,5005,1955,4,962597486,M,45,16,92807,Kramer Vs. Kramer (1979),Drama,False
930822,664,3898,3,975992340,M,35,18,74601,Bait (2000),Action|Comedy,False
809380,3589,3200,3,966662008,F,45,0,80010,"Last Detail, The (1973)",Comedy|Drama,False
373009,1563,3173,4,974740760,F,1,10,87123,Any Given Sunday (1999),Drama,False
129538,2456,1196,5,974182062,M,25,5,48103,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
704946,3825,1219,4,965940552,M,18,1,06279,Psycho (1960),Horror|Thriller,False
992885,4169,2767,4,975805023,M,50,0,66048,Illuminata (1998),Comedy,False
56959,339,608,4,976341111,M,50,7,80207,Fargo (1996),Crime|Drama|Thriller,False
873605,853,2050,4,975348340,M,25,17,55447,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,False
652118,3518,2985,2,969293019,F,18,7,11215,Robocop (1987),Action|Crime|Sci-Fi,False
914919,5359,1363,4,1029122684,M,18,16,27705,"Preacher's Wife, The (1996)",Drama,False
341435,352,1088,3,976327861,M,18,4,60115,Dirty Dancing (1987),Musical|Romance,False
896326,3709,193,1,966275656,M,25,12,89502,Showgirls (1995),Drama,False
151646,3990,235,3,965781664,M,25,16,17350,Ed Wood (1994),Comedy|Drama,False
611558,4305,70,4,967399741,F,45,17,27616,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
983352,1470,3945,3,974836338,M,18,4,94118,Digimon: The Movie (2000),Adventure|Animation|Children's,False
255575,5908,377,3,957373799,M,25,4,19711,Speed (1994),Action|Romance|Thriller,False
176165,2859,1968,3,1016472654,M,18,1,95814,"Breakfast Club, The (1985)",Comedy|Drama,False
47075,660,260,3,976739964,M,45,16,70507,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
586853,2323,1263,4,974625092,M,35,3,13088,"Deer Hunter, The (1978)",Drama|War,False
942989,5831,71,3,957903208,M,25,1,92120,Fair Game (1995),Action,False
438045,3490,1269,3,967050259,M,25,0,74136,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,False
295801,1425,1517,4,993417504,M,1,10,08872,Austin Powers: International Man of Mystery (1997),Comedy,False
70557,4016,3468,4,965534671,M,50,0,33901,"Hustler, The (1961)",Drama,False
258177,2608,1912,3,973727405,F,25,1,10025,Out of Sight (1998),Action|Crime|Romance,False
371941,3509,393,1,967496311,M,18,4,02115,Street Fighter (1994),Action,False
531495,3044,1073,4,970212677,M,35,16,77301,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
457820,5886,2662,3,957489802,M,25,20,02139,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
691798,2649,2064,4,973631395,M,25,16,80126,Roger & Me (1989),Comedy|Documentary,False
417543,5726,1233,5,958494486,M,25,1,77845,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
213568,3672,2951,2,966376587,M,35,5,08406,"Fistful of Dollars, A (1964)",Action|Western,False
218126,3693,3702,3,966304196,M,25,15,94062,Mad Max (1979),Action|Sci-Fi,False
111321,4051,1225,3,965493866,M,18,14,01604,Amadeus (1984),Drama,False
670810,5614,1960,2,959203939,M,25,0,12833,"Last Emperor, The (1987)",Drama|War,False
854828,40,976,4,978041189,M,45,0,10543,"Farewell to Arms, A (1932)",Romance|War,False
708362,2446,3355,4,975349607,M,18,7,10038,"Ninth Gate, The (2000)",Thriller,False
807393,4277,3022,5,967619747,M,35,16,98133,"General, The (1927)",Comedy,False
684419,1260,1094,3,974926874,M,25,17,28262,"Crying Game, The (1992)",Drama|Romance|War,False
657294,5367,2141,1,960501264,M,18,4,55344,"American Tail, An (1986)",Animation|Children's|Comedy,False
980777,3430,3181,4,970369852,F,45,1,15208,Titus (1999),Drama,False
300885,1297,1732,3,974791840,M,25,7,92109,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
754577,3618,3361,3,967120911,M,56,17,22657,Bull Durham (1988),Comedy,False
937807,1770,2073,4,974703451,M,35,16,79605,Fandango (1985),Comedy,False
477653,4305,1377,4,1041429182,F,45,17,27616,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
849269,777,3697,2,975437392,M,18,19,87543,Predator 2 (1990),Action|Sci-Fi|Thriller,False
326944,3243,1030,2,968338740,M,25,12,98117,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,False
417788,770,1307,5,976181644,M,18,4,98499,When Harry Met Sally... (1989),Comedy|Romance,False
607792,1173,2272,3,974858907,F,25,7,10019,One True Thing (1998),Drama,False
305379,163,2683,3,978231469,M,18,4,85013,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
177814,5969,1244,2,957795612,M,45,13,77706,Manhattan (1979),Comedy|Drama|Romance,False
108702,2847,2858,5,975767438,M,18,4,10027,American Beauty (1999),Comedy|Drama,False
728664,5268,1222,3,961168089,F,25,2,68502,Full Metal Jacket (1987),Action|Drama|War,False
324065,999,2406,3,975044672,M,25,15,62558,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
233205,1563,2770,3,974739684,F,1,10,87123,Bowfinger (1999),Comedy,False
313025,843,497,3,975369691,M,25,7,49321,Much Ado About Nothing (1993),Comedy|Romance,False
230603,3201,288,3,972670130,M,45,7,35216,Natural Born Killers (1994),Action|Thriller,False
58001,2907,608,2,971844248,F,35,5,12345,Fargo (1996),Crime|Drama|Thriller,False
184974,1693,1394,5,974710339,M,25,12,98684,Raising Arizona (1987),Comedy,False
393079,1050,223,4,974963456,M,25,1,97302,Clerks (1994),Comedy,False
746594,4303,431,3,965267414,M,25,2,91910,Carlito's Way (1993),Crime|Drama,False
490005,2824,858,4,972621643,M,18,4,02111,"Godfather, The (1972)",Action|Crime|Drama,False
775391,4354,1381,1,965192874,M,35,14,78611,Grease 2 (1982),Comedy|Musical|Romance,False
165804,3900,3418,5,965845862,F,25,14,55343,Thelma & Louise (1991),Action|Drama,False
251077,2562,50,4,973980047,M,18,0,98021,"Usual Suspects, The (1995)",Crime|Thriller,False
178643,2371,356,3,974338129,F,35,7,06082,Forrest Gump (1994),Comedy|Romance|War,False
608656,2774,1619,3,973064379,M,25,1,92103,Seven Years in Tibet (1997),Drama|War,False
227242,3796,2987,4,966017154,M,45,14,02021,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
148887,2015,3809,5,974676675,M,18,4,01003,What About Bob? (1991),Comedy,False
264746,667,3016,3,977090325,M,25,18,98438,Creepshow (1982),Horror,False
658338,802,2145,4,975401570,M,25,16,22801,Pretty in Pink (1986),Comedy|Drama|Romance,False
815398,4663,1183,4,963867604,M,25,4,92037,"English Patient, The (1996)",Drama|Romance|War,False
955312,649,3865,4,976910712,M,25,4,80526,"Original Kings of Comedy, The (2000)",Comedy|Documentary,False
862363,4064,1984,3,965478921,M,45,0,20851,Halloween III: Season of the Witch (1983),Horror,False
687388,1820,1321,3,974701655,M,25,20,50265,"American Werewolf in London, An (1981)",Horror,False
354313,3158,2336,5,993071772,M,25,15,15217,Elizabeth (1998),Drama,False
669012,261,3705,3,976674397,M,25,20,75801,Bird on a Wire (1990),Action|Adventure|Romance|Thriller,False
897848,1051,22,4,975109818,F,25,0,60513,Copycat (1995),Crime|Drama|Thriller,False
634944,1389,3638,2,974768394,M,25,17,19801,Moonraker (1979),Action|Romance|Sci-Fi,False
222810,3892,1201,5,965798542,M,25,20,91505,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
666528,1546,2248,2,974821878,M,25,4,22903,Say Anything... (1989),Comedy|Drama|Romance,False
426644,4021,1256,5,965523551,M,50,20,95236,Duck Soup (1933),Comedy|War,False
475254,5232,1375,2,961457339,M,25,4,14607,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,False
572979,1150,3362,3,974875934,F,25,20,75226,Dog Day Afternoon (1975),Comedy|Crime|Drama,False
762122,2116,1920,4,974663089,M,18,4,49546,Small Soldiers (1998),Animation|Children's|Fantasy|War,False
90912,781,1544,2,975433749,M,18,4,95076,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
346733,2967,1380,4,971134599,M,25,0,94110,Grease (1978),Comedy|Musical|Romance,False
205923,4411,2470,5,970367232,M,18,4,92122,Crocodile Dundee (1986),Adventure|Comedy,False
700715,1519,2502,4,974771334,M,18,4,38120,Office Space (1999),Comedy|Romance,False
41227,4086,150,5,965515509,F,1,10,55391,Apollo 13 (1995),Drama,False
392226,2996,367,4,972702936,M,18,0,63011,"Mask, The (1994)",Comedy|Crime|Fantasy,False
598299,2946,1422,3,971276831,M,35,16,92630,Murder at 1600 (1997),Mystery|Thriller,False
282928,5765,2599,4,958182182,M,25,11,44515,Election (1999),Comedy,False
648714,697,2542,2,975560891,F,50,6,97330,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,False
170769,319,1784,1,976421630,F,50,6,33436,As Good As It Gets (1997),Comedy|Drama,False
296868,696,1089,4,975560451,M,25,12,94114,Reservoir Dogs (1992),Crime|Thriller,False
989997,4186,3318,3,1031063836,M,25,7,33308,Deterrence (1998),Thriller,False
849266,765,3697,3,975450969,M,25,17,74467,Predator 2 (1990),Action|Sci-Fi|Thriller,False
746597,4318,431,4,965379362,M,25,5,02891,Carlito's Way (1993),Crime|Drama,False
206562,4979,3168,4,962604075,M,35,2,55423,Easy Rider (1969),Adventure|Drama,False
582026,3349,1479,5,967750697,F,18,4,92054,"Saint, The (1997)",Action|Romance|Thriller,False
